customer_id,tenure_months,monthly_charges,support_tickets,contract,total_charges,churn
621,17,24.76,0,One year,420.92,0
622,32,35.64,0,Month-to-month,1140.48,0
623,33,39.39,0,One year,1299.87,0
624,44,69.51,0,Month-to-month,3058.44,0
625,45,83.51,0,Month-to-month,3757.95,0
626,32,108.02,0,Month-to-month,3456.64,0
627,44,110.25,0,Month-to-month,4851.0,0
628,36,50.72,0,One year,1825.92,0
629,45,95.34,0,Two year,4290.3,1
630,25,48.24,0,One year,1206.0,0
631,16,56.86,0,One year,909.76,0
632,22,49.27,2,Two year,1083.94,1
633,20,61.37,0,One year,1227.4,0
634,14,41.47,1,Month-to-month,580.58,0
635,34,51.9,0,One year,1764.6,0
636,5,32.19,2,Two year,160.95,0
637,40,116.3,0,One year,4652.0,0
638,4,70.4,1,One year,281.6,0
639,35,112.31,0,Month-to-month,3930.85,1
640,35,94.62,1,One year,3311.7,0
641,43,65.77,0,Two year,2828.11,1
642,15,95.46,1,Month-to-month,1431.9,0
643,19,82.8,1,Two year,1573.2,0
644,39,50.38,1,One year,1964.82,0
645,39,72.17,0,Month-to-month,2814.63,0
646,59,91.23,1,Month-to-month,5382.57,0
647,49,50.53,0,Month-to-month,2475.97,1
648,59,21.25,2,Month-to-month,1253.75,0
649,18,46.83,0,Two year,842.94,0
650,6,99.67,1,One year,598.02,0
651,59,113.0,0,Month-to-month,6667.0,1
652,39,82.53,0,Month-to-month,3218.67,0
653,28,33.28,0,One year,931.84,0
654,54,95.76,0,Month-to-month,5171.04,0
655,9,72.69,0,Month-to-month,654.21,0
656,41,95.39,0,Month-to-month,3910.99,1
657,6,105.86,0,Month-to-month,635.16,0
658,6,114.75,0,Two year,688.5,0
659,8,85.45,0,Two year,683.6,0
660,15,105.43,0,One year,1581.45,1
661,38,94.26,0,Month-to-month,3581.88,0
662,42,92.71,0,Month-to-month,3893.82,0
663,15,105.88,0,Month-to-month,1588.2,0
664,34,112.3,0,Two year,3818.2,0
665,28,110.21,0,Month-to-month,3085.88,0
666,52,59.58,0,Month-to-month,3098.16,1
667,14,28.4,0,One year,397.6,0
668,31,102.96,0,One year,3191.76,0
669,44,73.89,1,Two year,3251.16,0
670,47,74.21,0,Month-to-month,3487.87,0
671,10,102.52,0,One year,1025.2,0
672,4,23.2,1,Month-to-month,92.8,0
673,4,107.8,1,Month-to-month,431.2,0
674,4,23.46,0,Month-to-month,93.84,1
675,55,89.32,0,Month-to-month,4912.6,1
676,34,78.75,0,Month-to-month,2677.5,1
677,36,84.17,0,Month-to-month,3030.12,0
678,17,57.41,0,Month-to-month,975.97,0
679,29,47.55,0,Month-to-month,1378.95,0
680,38,70.94,2,One year,2695.72,0
681,1,108.58,0,Month-to-month,108.58,0
682,38,76.53,0,Month-to-month,2908.14,0
683,30,86.31,1,Month-to-month,2589.3,0
684,19,64.14,0,Two year,1218.66,0
685,15,117.21,1,One year,1758.15,0
686,40,94.25,0,Month-to-month,3770.0,1
687,7,55.49,3,Month-to-month,388.43,0
688,29,85.35,0,Month-to-month,2475.15,0
689,53,74.26,0,One year,3935.78,0
690,11,108.41,0,Month-to-month,1192.51,0
691,33,47.51,0,Month-to-month,1567.83,0
692,47,30.81,0,Month-to-month,1448.07,0
693,30,39.13,0,Two year,1173.9,1
694,19,58.7,0,Month-to-month,1115.3,0
695,37,105.41,0,Two year,3900.17,0
696,30,47.08,3,Month-to-month,1412.4,0
697,57,82.64,0,Month-to-month,4710.48,0
698,40,82.36,1,Two year,3294.4,0
699,29,60.8,1,One year,1763.2,0
700,55,25.03,0,Month-to-month,1376.65,0
701,30,94.48,1,Month-to-month,2834.4,0
702,56,49.57,0,One year,2775.92,0
703,40,59.85,0,Month-to-month,2394.0,0
704,27,57.72,0,Two year,1558.44,0
705,28,86.36,0,Month-to-month,2418.08,1
706,43,28.63,0,Month-to-month,1231.09,0
707,13,74.99,0,Month-to-month,974.87,0
708,18,21.54,0,One year,387.72,0
709,8,118.3,0,Month-to-month,946.4,0
710,28,79.84,0,One year,2235.52,0
711,8,58.41,0,One year,467.28,0
712,20,34.67,0,Two year,693.4,0
713,57,89.69,1,Two year,5112.33,0
714,52,110.58,0,Two year,5750.16,0
715,33,51.81,1,Month-to-month,1709.73,0
716,13,96.65,0,Month-to-month,1256.45,0
717,39,48.75,0,Month-to-month,1901.25,0
718,52,115.72,0,Month-to-month,6017.44,0
719,33,90.23,0,Two year,2977.59,0
720,31,82.5,0,One year,2557.5,0
721,23,113.07,0,Month-to-month,2600.61,0
722,6,46.9,1,Two year,281.4,0
723,28,112.36,0,Month-to-month,3146.08,1
724,32,87.81,1,Month-to-month,2809.92,0
725,42,97.14,0,Month-to-month,4079.88,1
726,23,77.16,0,Month-to-month,1774.68,0
727,13,103.39,1,Month-to-month,1344.07,0
728,53,89.83,1,Two year,4760.99,0
729,46,34.66,0,Month-to-month,1594.36,0
730,23,81.25,0,One year,1868.75,0
731,39,47.93,0,Month-to-month,1869.27,0
732,19,111.59,0,Month-to-month,2120.21,0
733,30,39.82,1,Month-to-month,1194.6,0
734,30,48.57,0,Month-to-month,1457.1,1
735,19,24.77,0,Month-to-month,470.63,0
736,53,64.76,1,Month-to-month,3432.28,0
737,59,75.76,0,Two year,4469.84,0
738,32,77.36,0,One year,2475.52,0
739,50,110.54,0,Two year,5527.0,0
740,35,54.74,0,Month-to-month,1915.9,0
741,20,64.75,2,Month-to-month,1295.0,0
742,58,105.12,0,Month-to-month,6096.96,1
743,30,77.68,1,One year,2330.4,0
744,46,85.4,0,Month-to-month,3928.4,0
745,44,47.84,0,Month-to-month,2104.96,0
746,52,68.75,0,Month-to-month,3575.0,0
747,23,82.1,0,Month-to-month,1888.3,0
748,16,33.34,1,Month-to-month,533.44,0
749,8,23.29,0,One year,186.32,0
750,49,31.34,0,Month-to-month,1535.66,0
751,29,67.75,0,Month-to-month,1964.75,0
752,20,22.4,0,One year,448.0,0
753,28,82.62,0,Month-to-month,2313.36,0
754,44,29.76,0,Month-to-month,1309.44,0
755,20,45.1,1,Month-to-month,902.0,0
756,16,62.65,0,Month-to-month,1002.4,0
757,7,31.58,0,Month-to-month,221.06,0
758,25,47.06,0,Month-to-month,1176.5,1
759,59,22.11,0,Two year,1304.49,0
760,23,118.5,1,Month-to-month,2725.5,0
761,12,81.16,1,Month-to-month,973.92,1
762,38,57.84,0,One year,2197.92,0
763,2,22.65,0,Month-to-month,45.3,0
764,30,58.98,0,One year,1769.4,0
765,16,65.26,0,One year,1044.16,0
766,52,113.1,0,One year,5881.2,0
767,35,47.85,0,Month-to-month,1674.75,0
768,23,81.48,1,One year,1874.04,0
769,46,86.52,0,Month-to-month,3979.92,0
770,52,38.6,0,One year,2007.2,0
771,43,70.58,0,Month-to-month,3034.94,0
772,23,98.65,0,Month-to-month,2268.95,0
773,46,29.66,1,Month-to-month,1364.36,0
774,40,80.6,0,Month-to-month,3224.0,1
775,19,22.61,0,One year,429.59,0
776,41,20.7,0,One year,848.7,0
777,45,25.95,0,Two year,1167.75,0
778,17,68.14,0,Month-to-month,1158.38,0
779,18,112.57,1,One year,2026.26,1
780,44,60.56,0,Month-to-month,2664.64,1
781,25,27.5,1,Month-to-month,687.5,1
782,39,106.14,0,Month-to-month,4139.46,1
783,1,71.93,0,One year,71.93,0
784,49,51.89,0,One year,2542.61,0
785,34,116.3,0,Month-to-month,3954.2,0
786,19,113.83,0,Two year,2162.77,1
787,56,46.0,0,One year,2576.0,0
788,8,40.14,0,Two year,321.12,0
789,53,78.89,0,Two year,4181.17,1
790,15,104.25,1,Month-to-month,1563.75,0
791,37,53.67,1,One year,1985.79,1
792,27,78.64,0,Month-to-month,2123.28,0
793,33,36.22,2,Month-to-month,1195.26,1
794,2,39.46,2,Month-to-month,78.92,0
795,49,96.13,0,Month-to-month,4710.37,0
796,25,35.01,1,Month-to-month,875.25,0
797,54,46.59,1,One year,2515.86,0
798,23,88.95,0,Two year,2045.85,1
799,35,21.51,0,Month-to-month,752.85,0
800,31,23.22,0,Month-to-month,719.82,0
801,22,48.75,0,Month-to-month,1072.5,0
802,5,53.66,0,One year,268.3,0
803,4,56.22,1,Month-to-month,224.88,0
804,49,100.72,1,One year,4935.28,0
805,55,23.6,1,Month-to-month,1298.0,0
806,19,55.84,0,Month-to-month,1060.96,0
807,34,83.83,0,Month-to-month,2850.22,0
808,12,34.3,3,Month-to-month,411.6,0
809,12,105.77,0,Month-to-month,1269.24,0
810,58,84.56,0,Month-to-month,4904.48,0
811,53,31.53,0,Month-to-month,1671.09,0
812,13,40.81,0,Month-to-month,530.53,0
813,5,94.55,0,Month-to-month,472.75,1
814,46,60.34,1,One year,2775.64,0
815,1,68.45,0,One year,68.45,0
816,26,108.75,0,Month-to-month,2827.5,0
817,41,33.74,0,Month-to-month,1383.34,1
818,8,116.44,0,One year,931.52,1
819,8,24.26,0,Two year,194.08,1
820,55,29.94,1,Month-to-month,1646.7,0
821,34,42.32,0,Month-to-month,1438.88,0
822,59,100.66,1,Month-to-month,5938.94,0
823,8,65.59,0,One year,524.72,0
824,35,85.33,0,One year,2986.55,0
825,5,37.43,0,One year,187.15,1
826,6,36.67,0,One year,220.02,0
827,55,72.08,0,One year,3964.4,0
828,40,94.03,0,One year,3761.2,1
829,51,66.25,0,Month-to-month,3378.75,0
830,13,106.96,1,Month-to-month,1390.48,0
831,46,86.04,0,Two year,3957.84,0
832,33,44.91,0,Month-to-month,1482.03,0
833,22,43.49,0,Month-to-month,956.78,0
834,51,57.4,1,One year,2927.4,0
835,29,95.66,0,Month-to-month,2774.14,0
836,8,113.79,1,Two year,910.32,0
837,29,106.19,1,One year,3079.51,0
838,48,46.16,0,Month-to-month,2215.68,0
839,26,61.23,1,Month-to-month,1591.98,0
840,42,81.15,0,Month-to-month,3408.3,0
841,56,74.68,1,Month-to-month,4182.08,0
842,34,58.93,0,Month-to-month,2003.62,0
843,2,30.14,0,Month-to-month,60.28,0
844,14,91.22,0,Month-to-month,1277.08,0
845,53,28.81,2,Month-to-month,1526.93,0
846,39,106.61,0,Month-to-month,4157.79,1
847,22,106.34,1,Month-to-month,2339.48,0
848,28,90.85,1,One year,2543.8,0
849,39,68.64,1,Month-to-month,2676.96,0
850,21,89.91,0,Month-to-month,1888.11,0
851,34,59.5,0,Month-to-month,2023.0,0
852,2,99.75,0,Month-to-month,199.5,0
853,32,98.64,0,Month-to-month,3156.48,0
854,54,35.55,0,Month-to-month,1919.7,0
855,50,51.78,0,One year,2589.0,0
856,51,54.4,0,Month-to-month,2774.4,0
857,39,56.42,0,Month-to-month,2200.38,0
858,29,76.66,1,Month-to-month,2223.14,0
859,12,24.17,0,Month-to-month,290.04,1
860,51,86.0,0,Month-to-month,4386.0,1
861,36,40.16,0,Month-to-month,1445.76,0
862,32,61.65,0,Month-to-month,1972.8,0
863,52,65.09,0,Month-to-month,3384.68,0
864,3,54.87,0,Month-to-month,164.61,0
865,4,58.33,0,Month-to-month,233.32,0
866,33,38.03,0,Month-to-month,1254.99,0
867,11,26.81,0,One year,294.91,0
868,33,75.13,1,Month-to-month,2479.29,0
869,34,79.59,1,Month-to-month,2706.06,0
870,6,34.55,0,Two year,207.3,0
871,1,43.09,0,Month-to-month,43.09,0
872,38,48.64,0,One year,1848.32,0
873,47,103.08,1,Two year,4844.76,0
874,9,35.34,0,One year,318.06,0
875,44,75.21,0,One year,3309.24,0
876,45,76.81,0,Two year,3456.45,0
877,25,54.34,0,Month-to-month,1358.5,0
878,17,55.06,0,Month-to-month,936.02,0
879,33,115.91,0,One year,3825.03,0
880,33,75.33,0,Month-to-month,2485.89,1
881,42,85.27,0,Month-to-month,3581.34,0
882,25,69.07,0,One year,1726.75,0
883,22,84.66,1,Month-to-month,1862.52,0
884,58,80.53,0,Month-to-month,4670.74,0
885,28,34.52,1,Two year,966.56,0
886,47,53.47,1,One year,2513.09,0
887,36,66.04,0,One year,2377.44,0
888,5,32.78,0,Two year,163.9,0
889,33,56.31,0,Two year,1858.23,1
890,58,42.81,0,Month-to-month,2482.98,0
891,46,104.75,1,Month-to-month,4818.5,0
892,25,54.15,0,Month-to-month,1353.75,0
893,39,42.68,0,Two year,1664.52,1
894,52,60.82,0,Month-to-month,3162.64,0
895,43,88.31,1,Month-to-month,3797.33,0
896,58,26.56,1,Two year,1540.48,0
897,26,38.07,2,Month-to-month,989.82,0
898,33,89.43,0,Month-to-month,2951.19,0
899,41,95.23,0,Month-to-month,3904.43,0
900,34,81.78,0,Month-to-month,2780.52,1
901,55,107.92,1,Two year,5935.6,1
902,7,36.88,1,Two year,258.16,0
903,2,90.35,0,Month-to-month,180.7,0
904,52,111.73,1,Month-to-month,5809.96,0
905,32,35.07,0,Month-to-month,1122.24,0
906,8,44.38,0,Month-to-month,355.04,0
907,14,74.67,0,Two year,1045.38,0
908,4,54.41,0,Month-to-month,217.64,0
909,29,89.06,0,One year,2582.74,0
910,16,25.76,0,One year,412.16,0
911,30,36.08,0,Month-to-month,1082.4,0
912,3,91.62,0,Month-to-month,274.86,0
913,48,117.06,0,Month-to-month,5618.88,0
914,20,112.96,0,Month-to-month,2259.2,0
915,33,110.11,0,Month-to-month,3633.63,0
916,59,32.77,1,One year,1933.43,0
917,19,34.59,0,Month-to-month,657.21,0
918,41,27.23,1,Two year,1116.43,0
919,59,74.25,0,Month-to-month,4380.75,0
920,35,108.25,0,Two year,3788.75,0
921,31,73.18,0,Month-to-month,2268.58,0
922,58,98.17,0,Month-to-month,5693.86,0
923,33,38.85,1,Month-to-month,1282.05,0
924,50,106.31,0,Two year,5315.5,0
925,47,38.74,1,Month-to-month,1820.78,0
926,20,25.48,0,One year,509.6,0
927,42,62.15,0,Month-to-month,2610.3,1
928,21,75.51,0,Month-to-month,1585.71,0
929,57,117.07,1,One year,6672.99,0
930,41,29.18,0,Month-to-month,1196.38,0
931,57,47.39,0,Month-to-month,2701.23,0
932,47,30.51,0,One year,1433.97,0
933,51,59.04,2,One year,3011.04,1
934,57,48.9,0,One year,2787.3,0
935,55,71.33,1,Month-to-month,3923.15,1
936,5,54.83,0,Month-to-month,274.15,0
937,10,112.82,0,Two year,1128.2,0
938,1,98.99,1,One year,98.99,0
939,27,106.1,0,Month-to-month,2864.7,0
940,22,32.95,1,One year,724.9,0
941,11,77.51,1,Month-to-month,852.61,0
942,22,41.48,1,Month-to-month,912.56,0
943,55,106.82,1,One year,5875.1,0
944,34,21.5,0,Two year,731.0,1
945,56,30.57,0,Month-to-month,1711.92,0
946,39,57.61,1,Month-to-month,2246.79,0
947,38,60.21,0,Month-to-month,2287.98,0
948,44,47.72,1,Month-to-month,2099.68,0
949,40,29.61,0,Month-to-month,1184.4,1
950,34,31.87,1,One year,1083.58,1
951,32,51.79,0,Month-to-month,1657.28,0
952,42,115.08,1,One year,4833.36,1
953,8,40.74,0,Month-to-month,325.92,0
954,6,94.73,0,Month-to-month,568.38,0
955,7,45.82,1,Two year,320.74,0
956,24,23.72,0,Month-to-month,569.28,0
957,23,21.61,0,Month-to-month,497.03,0
958,43,35.27,0,Month-to-month,1516.61,0
959,40,66.21,1,One year,2648.4,0
960,32,95.59,1,One year,3058.88,0
961,38,92.88,0,One year,3529.44,0
962,39,55.24,0,Month-to-month,2154.36,0
963,57,67.91,0,Month-to-month,3870.87,0
964,24,101.41,0,One year,2433.84,0
965,29,103.84,1,Two year,3011.36,0
966,37,51.99,0,Two year,1923.63,0
967,3,20.43,0,Month-to-month,61.29,0
968,11,24.69,0,Two year,271.59,0
969,21,93.78,0,Month-to-month,1969.38,0
970,1,47.26,0,Two year,47.26,1
971,17,68.15,0,Month-to-month,1158.55,0
972,31,39.2,1,One year,1215.2,0
973,4,104.71,0,One year,418.84,0
974,15,70.34,0,Month-to-month,1055.1,1
975,45,72.72,0,Two year,3272.4,0
976,54,48.81,1,Month-to-month,2635.74,0
977,58,71.2,0,Month-to-month,4129.6,1
978,49,20.2,0,One year,989.8,0
979,52,47.73,0,Two year,2481.96,0
980,55,54.88,0,Two year,3018.4,0
981,6,48.4,0,Month-to-month,290.4,0
982,50,28.6,1,Month-to-month,1430.0,1
983,11,72.18,0,Month-to-month,793.98,0
984,44,98.85,1,Month-to-month,4349.4,1
985,47,114.26,0,Two year,5370.22,0
986,28,69.73,0,Month-to-month,1952.44,0
987,34,79.38,0,Month-to-month,2698.92,0
988,9,49.09,0,Month-to-month,441.81,0
989,5,34.92,0,Two year,174.6,0
990,40,33.19,0,One year,1327.6,1
991,33,93.24,0,One year,3076.92,0
992,48,93.45,0,Month-to-month,4485.6,0
993,34,37.94,0,One year,1289.96,0
994,8,61.36,1,Month-to-month,490.88,1
995,34,79.41,0,Month-to-month,2699.94,0
996,15,32.53,0,Month-to-month,487.95,0
997,14,98.54,0,Month-to-month,1379.56,0
998,44,82.0,1,One year,3608.0,0
999,22,81.52,0,Month-to-month,1793.44,0
1000,37,90.12,0,Two year,3334.44,0
1001,13,118.72,2,Month-to-month,1543.36,0
1002,59,76.24,0,Month-to-month,4498.16,0
1003,54,106.44,1,Month-to-month,5747.76,0
1004,55,61.87,0,Month-to-month,3402.85,1
1005,27,85.45,0,One year,2307.15,0
1006,19,112.53,0,Two year,2138.07,0
1007,38,86.42,0,One year,3283.96,0
1008,59,50.31,0,Month-to-month,2968.29,0
1009,36,81.99,0,One year,2951.64,0
1010,13,55.13,0,One year,716.69,0
1011,42,52.24,0,Month-to-month,2194.08,0
1012,36,81.02,0,Month-to-month,2916.72,0
1013,26,36.03,0,One year,936.78,1
1014,38,68.67,0,Month-to-month,2609.46,0
1015,2,114.56,1,Two year,229.12,0
1016,45,58.39,0,Month-to-month,2627.55,0
1017,42,38.9,0,One year,1633.8,0
1018,44,66.88,0,Month-to-month,2942.72,1
1019,56,104.09,0,Two year,5829.04,0
1020,56,104.27,1,Month-to-month,5839.12,0
1021,1,102.78,0,Month-to-month,102.78,0
1022,16,21.15,2,Month-to-month,338.4,0
1023,29,46.7,0,One year,1354.3,0
1024,41,119.99,0,Month-to-month,4919.59,0
1025,7,31.97,0,One year,223.79,0
1026,50,69.01,0,Month-to-month,3450.5,0
1027,51,99.0,0,Two year,5049.0,1
1028,33,32.22,0,Two year,1063.26,0
1029,27,86.24,0,Month-to-month,2328.48,1
1030,21,68.81,0,Month-to-month,1445.01,0
1031,53,39.43,0,One year,2089.79,0
1032,39,107.86,0,Month-to-month,4206.54,0
1033,2,38.15,0,Month-to-month,76.3,0
1034,17,83.91,1,Month-to-month,1426.47,0
1035,58,94.08,1,Month-to-month,5456.64,0
1036,53,76.27,1,Month-to-month,4042.31,0
1037,26,82.88,1,Month-to-month,2154.88,0
1038,20,31.9,2,Month-to-month,638.0,0
1039,31,50.8,0,Two year,1574.8,0
1040,1,78.7,0,One year,78.7,0
1041,43,59.55,1,Month-to-month,2560.65,0
1042,48,86.39,0,Month-to-month,4146.72,1
1043,22,105.2,0,Month-to-month,2314.4,0
1044,34,39.02,1,Month-to-month,1326.68,0
1045,2,110.33,1,Month-to-month,220.66,0
1046,26,58.32,0,Month-to-month,1516.32,0
1047,39,114.31,2,Month-to-month,4458.09,1
1048,59,81.74,0,One year,4822.66,0
1049,13,99.01,0,One year,1287.13,0
1050,49,71.48,1,One year,3502.52,1
1051,19,73.11,0,Month-to-month,1389.09,0
1052,14,52.76,0,Month-to-month,738.64,0
1053,14,32.94,1,One year,461.16,1
1054,25,58.38,0,One year,1459.5,0
1055,45,41.5,0,Month-to-month,1867.5,0
1056,27,23.29,0,One year,628.83,0
1057,20,47.49,1,One year,949.8,0
1058,40,38.06,1,Month-to-month,1522.4,0
1059,35,107.55,0,Month-to-month,3764.25,0
1060,16,28.12,0,Month-to-month,449.92,0
1061,38,38.39,0,One year,1458.82,0
1062,39,90.4,0,Two year,3525.6,0
1063,33,111.92,0,Two year,3693.36,0
1064,37,45.15,0,Two year,1670.55,0
1065,35,22.13,0,One year,774.55,1
1066,52,116.05,0,Month-to-month,6034.6,0
1067,47,88.22,0,One year,4146.34,0
1068,2,51.07,0,Two year,102.14,0
1069,33,67.24,0,Month-to-month,2218.92,0
1070,31,79.93,0,Month-to-month,2477.83,0
1071,38,57.39,1,Month-to-month,2180.82,0
1072,8,107.45,0,Month-to-month,859.6,0
1073,49,92.62,0,Month-to-month,4538.38,0
1074,51,115.43,0,Two year,5886.93,0
1075,51,55.11,0,Month-to-month,2810.61,0
1076,59,113.72,0,One year,6709.48,0
1077,33,67.91,0,Month-to-month,2241.03,0
1078,44,84.23,1,One year,3706.12,0
1079,42,93.66,0,Month-to-month,3933.72,1
1080,6,100.93,0,One year,605.58,0
1081,2,59.63,0,One year,119.26,0
1082,34,64.79,0,One year,2202.86,0
1083,55,101.73,0,Month-to-month,5595.15,0
1084,52,91.76,1,Month-to-month,4771.52,0
1085,31,114.08,0,Month-to-month,3536.48,0
1086,19,117.96,1,Month-to-month,2241.24,0
1087,50,37.89,1,Month-to-month,1894.5,1
1088,18,42.79,0,Two year,770.22,0
1089,19,91.6,0,Month-to-month,1740.4,1
1090,32,94.74,1,One year,3031.68,0
1091,8,80.32,0,Month-to-month,642.56,1
1092,22,107.73,0,Month-to-month,2370.06,0
1093,19,45.2,0,Two year,858.8,0
1094,47,53.95,1,Month-to-month,2535.65,0
1095,45,69.46,0,One year,3125.7,0
1096,28,51.5,0,Month-to-month,1442.0,0
1097,10,74.54,1,One year,745.4,0
1098,5,88.25,0,Two year,441.25,0
1099,14,42.04,0,One year,588.56,0
1100,24,68.53,1,Two year,1644.72,0
1101,32,119.3,0,Month-to-month,3817.6,0
1102,52,52.42,0,Month-to-month,2725.84,0
1103,38,23.54,0,Month-to-month,894.52,0
1104,1,101.74,0,Month-to-month,101.74,0
1105,19,70.33,0,One year,1336.27,1
1106,32,25.28,0,One year,808.96,1
1107,2,109.03,0,Month-to-month,218.06,0
1108,21,60.45,0,One year,1269.45,0
1109,15,112.93,0,Month-to-month,1693.95,0
1110,42,60.21,0,Month-to-month,2528.82,0
1111,5,27.68,0,One year,138.4,0
1112,55,44.53,0,Month-to-month,2449.15,1
1113,26,55.03,0,One year,1430.78,0
1114,20,95.07,0,Month-to-month,1901.4,0
1115,28,38.47,0,Month-to-month,1077.16,0
1116,59,63.1,0,Month-to-month,3722.9,0
1117,57,107.32,0,Month-to-month,6117.24,0
1118,29,73.38,0,Month-to-month,2128.02,0
1119,9,30.32,0,One year,272.88,0
1120,56,22.45,3,Month-to-month,1257.2,0
1121,46,90.58,0,Month-to-month,4166.68,0
1122,13,117.91,1,Two year,1532.83,0
1123,47,98.52,0,Month-to-month,4630.44,0
1124,50,96.47,0,Month-to-month,4823.5,0
1125,12,87.54,3,Month-to-month,1050.48,0
1126,9,99.55,0,Month-to-month,895.95,0
1127,11,24.0,2,Month-to-month,264.0,0
1128,24,46.47,0,Month-to-month,1115.28,0
1129,25,89.54,0,Two year,2238.5,0
1130,26,106.7,0,Month-to-month,2774.2,0
1131,19,87.46,0,Month-to-month,1661.74,0
1132,19,37.63,0,Two year,714.97,0
1133,6,113.63,1,Month-to-month,681.78,0
1134,48,110.34,0,Month-to-month,5296.32,0
1135,43,28.67,0,One year,1232.81,0
1136,47,39.3,0,Month-to-month,1847.1,0
1137,22,47.52,1,Month-to-month,1045.44,0
1138,52,93.84,0,One year,4879.68,1
1139,54,105.94,1,One year,5720.76,0
1140,10,77.83,0,One year,778.3,0
1141,43,39.96,0,One year,1718.28,0
1142,14,61.51,1,Month-to-month,861.14,1
1143,19,33.79,0,Month-to-month,642.01,0
1144,24,111.74,0,Month-to-month,2681.76,0
1145,46,96.45,0,Month-to-month,4436.7,0
1146,32,71.02,0,Month-to-month,2272.64,1
1147,53,65.36,1,Two year,3464.08,0
1148,34,29.78,0,Month-to-month,1012.52,0
1149,55,51.87,0,Month-to-month,2852.85,1
1150,15,32.06,0,One year,480.9,0
1151,58,98.23,0,One year,5697.34,1
1152,48,74.49,1,Month-to-month,3575.52,0
1153,41,42.73,0,Month-to-month,1751.93,1
1154,50,42.42,0,Month-to-month,2121.0,0
1155,9,46.04,0,Month-to-month,414.36,1
1156,2,50.89,0,Month-to-month,101.78,0
1157,23,58.77,0,Two year,1351.71,0
1158,3,49.75,0,Two year,149.25,0
1159,23,87.96,0,One year,2023.08,0
1160,2,23.51,0,Two year,47.02,0
1161,9,52.81,0,Two year,475.29,0
1162,52,94.53,0,Month-to-month,4915.56,0
1163,8,114.28,0,Two year,914.24,0
1164,49,100.27,0,Month-to-month,4913.23,0
1165,24,44.08,0,Month-to-month,1057.92,0
1166,14,43.29,0,Month-to-month,606.06,0
1167,49,39.03,0,Month-to-month,1912.47,0
1168,1,108.25,0,Month-to-month,108.25,0
1169,43,43.79,0,Month-to-month,1882.97,0
1170,40,95.82,0,Month-to-month,3832.8,0
1171,4,46.1,0,One year,184.4,0
1172,58,23.31,0,One year,1351.98,0
1173,44,93.34,0,Month-to-month,4106.96,0
1174,54,92.62,0,Month-to-month,5001.48,0
1175,44,28.9,0,One year,1271.6,0
1176,11,52.67,0,Month-to-month,579.37,0
1177,35,114.84,0,Two year,4019.4,0
1178,54,36.29,0,One year,1959.66,0
1179,34,28.67,1,One year,974.78,0
1180,12,79.46,1,Month-to-month,953.52,0
1181,3,113.1,1,Two year,339.3,0
1182,11,33.38,1,Month-to-month,367.18,0
1183,28,71.3,0,Two year,1996.4,0
1184,6,88.4,0,Two year,530.4,1
1185,27,37.18,0,Month-to-month,1003.86,0
1186,4,21.13,0,Month-to-month,84.52,0
1187,32,108.77,0,Two year,3480.64,0
1188,12,23.52,0,Month-to-month,282.24,0
1189,4,45.75,1,One year,183.0,0
1190,55,85.17,1,Month-to-month,4684.35,0
1191,2,48.58,0,Month-to-month,97.16,0
1192,14,20.97,0,Month-to-month,293.58,1
1193,57,77.55,1,Month-to-month,4420.35,0
1194,18,50.78,0,Month-to-month,914.04,1
1195,9,35.15,0,Month-to-month,316.35,0
1196,39,117.13,0,Month-to-month,4568.07,0
1197,5,36.5,0,Month-to-month,182.5,0
1198,7,92.72,1,Two year,649.04,0
1199,13,109.07,0,Month-to-month,1417.91,0
1200,10,105.87,0,Two year,1058.7,0
1201,6,38.43,0,Month-to-month,230.58,0
1202,16,43.68,0,Month-to-month,698.88,0
1203,21,21.84,0,One year,458.64,0
1204,32,113.14,1,Month-to-month,3620.48,0
1205,27,108.71,1,One year,2935.17,0
1206,8,79.55,0,Month-to-month,636.4,0
1207,44,30.94,0,Month-to-month,1361.36,0
1208,3,37.35,3,One year,112.05,0
1209,33,77.7,0,Two year,2564.1,0
1210,47,45.17,1,Two year,2122.99,0
1211,12,50.02,2,One year,600.24,1
1212,19,37.1,1,Month-to-month,704.9,0
1213,45,38.96,2,One year,1753.2,1
1214,1,66.34,0,Month-to-month,66.34,0
1215,38,70.99,0,One year,2697.62,0
1216,48,71.16,0,Month-to-month,3415.68,0
1217,10,119.71,1,Month-to-month,1197.1,0
1218,27,32.96,0,Two year,889.92,0
1219,21,95.62,0,Month-to-month,2008.02,0
1220,16,99.38,0,Month-to-month,1590.08,1
1221,2,78.49,0,Month-to-month,156.98,1
1222,53,66.27,1,Two year,3512.31,0
1223,6,109.34,2,Month-to-month,656.04,0
1224,3,102.82,0,Month-to-month,308.46,0
1225,26,25.03,0,Month-to-month,650.78,0
1226,29,116.3,0,Month-to-month,3372.7,0
1227,20,20.73,0,Month-to-month,414.6,0
1228,44,77.31,0,Two year,3401.64,0
1229,18,77.24,1,Month-to-month,1390.32,1
1230,6,103.44,0,Month-to-month,620.64,0
1231,46,58.47,0,Two year,2689.62,0
1232,16,29.1,0,One year,465.6,0
1233,11,78.17,0,Two year,859.87,0
1234,30,22.48,0,Month-to-month,674.4,0
1235,18,56.18,0,Month-to-month,1011.24,1
1236,18,118.53,0,Two year,2133.54,0
